name,lat,lon,alt,city,icao,iata
The Barn Heliport,42.69060135,-71.60900116,210,Pepperell,06MA,
Bayview Heliport,39.29140091,-76.5463028,132,Baltimore,06MD,
W A Foote Memorial Hospital Heliport,42.25109863,-84.3914032,978,Jackson,06MI,
Pike Field Airport,47.65190125,-92.41670227,1463,Virginia,06MN,
Noahs Ark Airport,39.23059845,-94.80439758,755,Waldron,06MO,
Torgerson Airport,48.55830002,-112.1090012,3541,Ethridge,06MT,
Randall Airport,41.43199921,-74.39160156,523,Middletown,06N,
Tailwinds Airport,34.82749939,-78.93029785,163,St. Pauls,06NC,
Fitterer's Strip,46.74890137,-101.6689987,2180,Glen Ullin,06ND,
St Marys Hospital Heliport,40.68000031,-95.86170197,1015,Nebraska City,06NE,
Cole Farm Airport,42.92839813,-70.97309875,160,Kensington,06NH,
Chemical Bank - New Jersey Na Heliport,39.95009995,-74.99960327,25,Moorestown,06NJ,
Murphy Field,42.84280014,-76.44529724,1100,Auburn,06NY,
Saint Elizabeth Medical Center Heliport,41.1147995,-80.65699768,1020,Youngstown,06O1,
Hal Joy Airfield,41.50979996,-80.59120178,1160,Williamsfield,06OH,
Green Acres Airport,39.73479843,-84.38220215,915,New Lebanon,06OI,
Albert Lodge Heliport,36.54169846,-94.83360291,900,Grove,06OK,
Hayden Mountain Airport,45.46509933,-123.0800018,850,Forest Grove,06OR,
Freefall Oz Airport,42.00839996,-78.25810242,1440,Ceres,06PA,
Schiavoni Heliport,40.382733,-76.772533,727,Harrisburg,06PN,
Cherokee Island Castle Heliport,40.40230179,-79.9213028,760,West Homestead,06PS,
Grawunder Field,29.94190025,-96.24610138,289,Bellville,06R,
Beyer Farm Airport,37.58390045,-97.25309753,1340,Derby,06SN,
Glaser Field,30.90850067,-97.11689758,480,Buckholts,06TA,
Ainsworth Airport,30.31270027,-95.02690125,129,Cleveland,06TE,
Hunter STOLport,35.69729996,-86.95690155,640,Columbia,06TN,
Roscoe Mc Connico Airport,32.12070084,-96.17910004,350,Kerens,06TS,
Diamond N Ranch Airport,30.05760002,-95.81289673,215,Hockley,06TX,
Mount Horeb Field,38.24900055,-78.8553009,1160,Grottoes,06VA,
N A Degerstrom Yard Heliport,47.68629837,-117.197998,2013,Spokane,06WA,
Young Private Airport,45.66270065,-92.45020294,1075,Frederic,06WI,
Western Airpark,46.92499924,-122.5530014,394,Yelm,06WN,
Campbell Field,33.3246994,-97.04419708,546,Aubrey,06XS,
Herman Municipal Airport,45.83000183,-96.16059875,1068,Herman,06Y,
Tac X Stagefield Army Heliport,31.12520027,-85.97910309,132,Fort Rucker/Samson,07AL,
Morrilton Airport,35.19449997,-92.80020142,300,Morrilton,07AR,
John C Lincoln Hospital Heliport,33.56669998,-112.0690002,1255,Phoenix,07AZ,
Blue Hill Airport,44.44800186,-68.56970215,360,Blue Hill,07B,
West Side Hospital Heliport,35.13890076,-119.4509964,850,Taft,07CA,
Richvale Airport,39.49769974,-121.7710037,100,Richvale,07CL,
Comanche Creek Airport,39.2635994,-104.427002,6620,Kiowa,07CO,
Tnt Heliport,41.45289993,-72.24960327,430,Salem,07CT,
Tackaberry Airport,43.0644989,-82.72380066,764,Avoca,07D,
Ocean Reef Club Airport,25.3253994,-80.27480316,8,Key Largo,07FA,
Flying G Ranch STOLport,30.41799927,-83.28379822,90,Lee,07FD,
Southwest Florida Regional Medical Center Heliport,26.60540009,-81.85949707,18,Fort Myers,07FL,
Alcovy Airport,33.67499924,-83.76309967,750,Covington,07GA,
Lake Monroe Seaplane Base,39.05870056,-86.44609833,538,Bloomington,07I,
Interstate Airport,42.27819824,-113.3050003,4580,Malta,07ID,
St Vincent Jennings Hospital Heliport,39.01060104,-85.64080048,740,North Vernon,07II,
Gray Airport,39.57369995,-85.91390228,750,Boggstown,07IN,
Central City Municipal - Larry Reineke Field,41.11259842,-98.05169678,1717,Central City,07K,
Heape Field,37.73419952,-96.93669891,1321,Augusta,07KS,
Blue Lick Airport,38.08060074,-85.69329834,532,Louisville,07KY,
Air Oil Inc Nr 1 Heliport,29.93709946,-90.18370056,,Harahan,07LA,
LA State Police Troop F Heliport,32.51810074,-91.98899841,80,Monroe,07LS,
West Pond Heliport,41.91699982,-70.70950317,149,Plymouth,07MA,
Baugher's Orchard Airport,39.60829926,-77.05190277,700,Westminster,07MD,
Westbrook Heliport,43.73830032,-70.33920288,250,Westbrook,07ME,
Scott Airstrip,43.86420059,-85.02390289,1065,Lake,07MI,
Dairyview Airport,44.05500031,-95.90950012,1680,Hadley,07MN,
Lake Sexton Airport,38.65000153,-93.61689758,880,Warrensburg,07MO,
Glasgow Industrial Airport,48.42110062,-106.5279999,2762,Glasgow,07MT,
Bermudian Valley Airpark,40.01679993,-77.00389862,470,Kralltown,07N,
Hawks Meadow Airport,34.83319855,-80.75119781,625,Waxhaw,07NC,
Diving Rock Seaplane Base,43.17559814,-72.06390381,1404,Washington,07NH,
Palisades General Hospital Heliport,40.79180145,-73.99539948,10,North Bergen,07NJ,
Mmc Heliport,42.66640091,-74.76499939,1320,Monticello,07NY,
Tennessee Gas Heliport,39.93730164,-81.6835022,1025,Claysville,07OH,
Pleasant Valley Airport,34.63339996,-99.03369904,1322,Snyder,07OK,
Bruce's Airport,45.42179871,-122.6200027,250,Milwaukie,07OR,
Folmar Airport,40.998889,-78.125278,1690,Grassflat,07PN,
Churchill Airport,39.77280045,-99.36009979,1965,Phillipsburg,07SN,
Salaika Aviation Airport,29.2404995,-95.34470367,30,Danbury,07TA,
Cuddihy Field,27.72109985,-97.51280212,39,Corpus Christi,07TE,
Corntassel Airport,35.5685997,-84.2410965,970,Vonore,07TN,
Cross-Country Estates Airport,30.625,-97.57279968,690,Georgetown,07TS,
Pecks Heliport,33.18399811,-96.44799805,660,Princeton,07TX,
ATK/Thiokol Airport,41.7166667,-112.4472222,4480,Howell,07UT,
Alpha Hotel Airport,36.81959915,-78.78309631,350,Clover,07VA,
Meadow STOLport,44.44720078,-72.91470337,801,Jericho,07VT,
Deaconess Medical Center Heliport,47.65179825,-117.4250031,2110,Spokane,07WA,
Bartell Strip,42.96530151,-88.39150238,990,Genessee Depot,07WI,
Allen Ponderosa Heliport,32.54219818,-97.39170074,840,Crowley,07XS,
Hill City-Quadna Mountain Airport,46.95550156,-93.59690094,1289,Hill City,07Y,
Fisher Airport,61.569639,-149.724439,200,Big Lake,08AK,
Crittenden Regional Hospital Heliport,35.141944,-90.19,206,West Memphis,08AR,
Mesa Police Heliport,33.41740036,-111.836998,1240,Mesa,08AZ,
Merrymeeting Field,44,-69.88710022,65,Bowdoinham,08B,
Pg & E Co. Placerville Svc Center Heliport,38.69490051,-120.8270035,1810,Diamond Springs,08CA,
Kistler Ranch Airport,37.85960007,-120.5540009,1025,Jamestown,08CL,
Tulare Motor Sports #1 Heliport,36.172031,-119.306181,270,Tulare,08CN,
Terra Firma Airport,38.73249817,-104.0410004,5600,Rush,08CO,
Seavair's Landing Seaplane Base,41.89599991,-73.0931015,881,Winsted,08CT,
City of Coalgate Airport,34.53179932,-96.23310089,615,Coalgate,08F,
Duda Airstrip,26.57979965,-81.48370361,35,La Belle,08FA,
Sunniland Ranch Airport,27.36310005,-80.77279663,65,Okeechobee,08FD,
J. H. Hendrie Farms Airport,27.08449936,-81.3286972,103,Lake Placid,08FL,
Salt Fork Lodge Heliport,40.11090088,-81.52619934,960,Cambridge,08G,
Sapelo Island Airport,31.42580032,-81.2858963,12,Darien,08GA,
Symms Airport,43.56930161,-116.7770004,2680,Marsing,08ID,
Lagrange Hospital Heliport,41.64590073,-85.42639923,943,Lagrange,08II,
Harms Airstrip,41.57699966,-89.79399872,643,Tampico,08IL,
Winona Lake Seaplane Base,41.223056,-85.830556,812,Winona Lake,08IN,
Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375,400,Du Quoin,08IS,
Alderson Airport,39.03469849,-97.58000183,1250,Bennington,08KS,
Boss Airport,36.97259903,-84.62609863,820,Burnside,08KY,
Air Oil Inc Nr 2 Heliport,29.95299911,-90.18260193,4,Harahan,08LA,
Sauer Airport,41.07529831,-88.48919678,665,Dwight,08LL,
Aeleron Airport,30.40360069,-92.02359772,51,Grand Coteau,08LS,
Wormid Airport,42.29399872,-71.49620056,360,Southborough,08MA,
St Joseph Hospital Heliport,39.38830185,-76.61000061,470,Towson,08MD,
Lindbergh Airport,44.81420135,-70.34529877,554,Avon,08ME,
Sparrow Hospital Heliport,42.73419952,-84.53659821,1019,Lansing,08MI,
Christenson Point Seaplane Base,47.66939926,-93.05439758,1372,Chisholm/Hibbing,08MN,
Twin Oaks Airport,37.39559937,-94.28379822,955,Jasper,08MO,
Williams Field,34.66220093,-89.86830139,345,Coldwater,08MS,
Clark Airport,47.06389999,-108.8170013,3450,Grassrange,08MT,
Keller Brothers Airport,40.29180145,-76.32879639,550,Lebanon,08N,
Whiteheart Farm Airport,36.06760025,-80.46559906,750,Lewisville,08NC,
Brecht Strip,47.32310104,-102.0979996,1990,Golden Valley,08ND,
Laurel Municipal Airport,42.43170166,-97.07949829,1467,Laurel,08NE,
Memorial Hospital Heliport,44.06129837,-71.13580322,574,North Conway,08NH,
St Barnabas Medical Center Heliport,40.76259995,-74.30400085,429,Livingston,08NJ,
Md1 Airport,41.36809921,-74.50559998,650,Middletown,08NY,
Kenley Airport,41.29169846,-80.56369781,1230,Hartford,08OH,
Parks Airport,34.93149948,-95.25830078,635,Wilburton,08OK,
Saxon Sycan Airport,42.83929825,-121.1169968,4990,Silver Lake,08OR,
Pocono Raceway Heliport,41.0583992,-75.49960327,1812,Pocono Pines,08PA,
Thomson Heliport,40.04589844,-76.28079987,310,Lancaster,08PN,
Richmond Airport,41.48949814,-71.62059784,130,West Kingston,08R,
Rancho Del Lago Heliport,29.95190048,-98.22450256,1208,Fischer,08TA,
B. J. Mc Combs Sisterdale Airport,29.97599983,-98.74359894,1447,Comfort,08TE,
Puesta Del Sol Airport,26.88780022,-98.50720215,420,La Gloria,08TS,
Cross Wind Airport,32.85820007,-97.74749756,1040,Weatherford,08TX,
Stevens-Crosby Airport,41.51570129,-115.8600006,6397,North Fork,08U,
Springwood Airstrip,37.55400085,-79.74980164,1000,Buchanan,08VA,
Manchester Laboratory Heliport,47.57429886,-122.5479965,2,Manchester,08WA,
Pierick Airport,43.04359818,-90.35510254,1225,Highland,08WI,
Peterson Airport,29.10810089,-95.77749634,45,Old Ocean,08XS,
West Beaver Airport,61.589361,-149.847333,228,Big Lake,09AK,
Magnolia Hospital Heliport,33.27320099,-93.23989868,310,Magnolia,09AR,
Stronghold Airport,31.9253006,-110.038002,4970,St David,09AZ,
Mee Memorial Hospital Heliport,36.20830154,-121.1320038,320,King City,09CA,
Alta Sierra Airport,39.11380005,-121.0569992,2275,Grass Valley,09CL,
Tulare Motor Sports #2 Heliport,36.182556,-119.313572,272,Tulare,09CN,
Cottonwood Field,38.05559921,-103.6529999,4180,Swink,09CO,
Placid Lakes Airport,27.24559975,-81.4131012,130,Lake Placid,09FA,
Cheryl-Lane Landings Airport,28.67110062,-82.08730316,71,Bushnell,09FD,
Sunnybreeze Airport,27.05559921,-81.97059631,60,Arcadia,09FL,
Sunbelt Strip,31.11129951,-83.68409729,230,Moultrie,09GA,
International Falls Seaplane Base,48.60580063,-93.3707962,1110,International Falls,09I,
Skydive Iowa Airport,41.74580002,-92.40930176,820,Brooklyn,09IA,
Taylor Ranch Landing Area Airport,45.10390091,-114.8550034,3835,Moscow,09ID,
Gibbons Field,38.44729996,-86.44499969,880,Valeene,09II,
Silver Cross Hospital Heliport,41.53639984,-88.05259705,610,Joliet,09IL,
Gordon Airport,41.1208992,-85.42500305,850,Columbia City,09IN,
Swedish American Heliport,42.26499939,-89.07430267,874,Rockford,09IS,
Coffman Airport,38.70700073,-95.13829803,970,Wellsville,09KS,
Baptist Hospital East Heliport,38.23899841,-85.63939667,531,Louisville,09KY,
Era Helicopters Fourchon Helibase Heliport,29.12330055,-90.2016983,2,Grand Isle,09LA,
Pine Hill Airport,42.4681015,-88.74320221,1000,Capron,09LL,
West Feliciana Sheriff's Office Heliport,30.82439995,-91.38459778,181,St Francisville,09LS,
Kallander Field,42.3042984,-71.50589752,403,Southborough,09MA,
Perrotti Skyranch Airfield,43.34080124,-70.85469818,260,Berwick,09ME,
Michigan National Guard Headquarters Heliport,42.70809937,-84.56079865,842,Lansing,09MI,
W Johnson Field,44.77999878,-95.66359711,1060,Hazel Run,09MN,
Hogue Farm Airport,37.3783989,-93.36329651,1210,Willard,09MO,
Airhaven Airport,41.83259964,-73.87599945,450,Staatsburg,09N,
William Irving Lewis Airport,35.32929993,-79.02999878,310,Broadway,09NC,
Summer Hill Farm Airport,41.33330154,-96.19360352,1250,Bennington,09NE,
Stonebridge Farm Helistop,40.65370178,-74.68650055,100,Somerville,09NJ,
Spring Lake Fire Department Heliport,41.92890167,-74.04889679,254,Kingston,09NY,
Ragtime Aerodrome,36.35449982,-95.86389923,700,Collinsville,09OK,
Mid-Columbia Medical Center Heliport,45.587235,-121.163827,487,The Dalles,09OR,
Eagle Field,40.82699966,-77.98809814,1780,Port Matilda,09PA,
Hundley Residence Heliport,40.56200027,-75.1427002,480,Kintersville,09PN,
Sullivan Lake State Airport,48.84090042,-117.2839966,2614,Metaline Falls,09S,
Lazy G Bar Ranch Airport,33.28210068,-97.49700165,923,Decatur,09TA,
Running M Ranch Airport,32.26679993,-97.86699677,787,Glen Rose,09TE,
Univ of Tennessee Medical Center Heliport,35.94169998,-83.94400024,924,Knoxville,09TN,
Pitcock Rosillos Mountain Ranch Airport,29.48240089,-103.1650009,3100,Marathon,09TS,
Smokey Mtn Ranch Airport,30.7390995,-102.0240021,2522,Sheffield,09TX,
Alum Ridge STOLport,36.97650146,-80.49389648,2375,Floyd,09VA,
Augusta Medical Center Heliport,38.09080124,-78.98500061,1390,Fishersville,09VG,
South Capitol Street Heliport,38.86869812,-77.00749969,10,Washington,09W,
Holy Family Hospital Heliport,47.71039963,-117.4069977,2081,Spokane,09WA,
Parkway Farm Strip,44.00360107,-91.30760193,705,Holmen,09WI,
Baptist Medical Center Heliport,29.43300056,-98.49220276,710,San Antonio,09XS,
Wipline Seaplane Base,44.8166008,-93.01550293,687,Inver Grove Hgts,09Y,
Pilot Station Airport,61.93460083,-162.8999939,305,Pilot Station,0AK,
Scotts Airport,64.39250183,-146.8619995,800,North Pole,0AK0,
Anderson Lake Airport,61.6169014,-149.3220062,463,Wasilla,0AK1,
Yentna Bend Strip,61.725556,-150.678611,81,Willow,0AK2,
Parker Lake Airport,62.03590012,-150.4940033,250,Montana Creek,0AK3,
Young Creek Airport,61.35649872,-142.7330017,1580,May Creek,0AK5,
Victory Airport,61.80339813,-147.9440002,1800,Victory Bible Camp,0AK6,
Bradley Lake Hydroelectri Project Airstrip,59.77610016,-150.9589996,18,Homer,0AK7,
Pollux Heliport,64.89579773,-147.496994,515,North Pole,0AK8,
Falcon Lake Strip,61.33259964,-150.0590057,110,Point Mackenzie,0AK9,
Huntsville Field,34.68840027,-86.58889771,619,Huntsville,0AL0,
Resort Airport,30.44389915,-87.6568985,97,Foley,0AL1,
Clay County Hospital Heliport,33.27500153,-85.83329773,1040,Ashland,0AL2,
Hospital Pad Heliport,31.43059921,-86.94029999,295,Evergreen,0AL3,
B.M.C. - De Kalb Heliport,34.44079971,-85.75640106,870,Fort Payne,0AL4,
Flomaton Airport,31.03219986,-87.25279999,247,Flomaton,0AL5,
D.W. Mcmillian Memorial Hospital Heliport,31.12719917,-87.07330322,155,Brewton,0AL6,
Gadsden Regl Medical Center Heliport,34.00830078,-85.96530151,621,Gadsden,0AL7,
Brookwood Medical Center Heliport,33.46390152,-86.77310181,763,Birmingham,0AL8,
Wilson Creek Airport,34.84999847,-87.63249969,590,Florence,0AL9,
Smh Heliport,36.18149948,-94.13710022,1352,Springdale,0AR0,
Hooterville South Airport,35.09469986,-93.20200348,370,Centerville,0AR1,
Mission Field-Marotti Memorial Airport,35.26679993,-90.35009766,217,Crawfordsville,0AR2,
Taylor's Air Strip,35.89899826,-93.26100159,2160,Deer,0AR3,
Gravette Medical Center Hospital Heliport,36.40790176,-94.45690155,1251,Gravette,0AR4,
Rgnl Medical Center Heliport,35.83620071,-90.70179749,382,Jonesboro,0AR5,
Ami National Park Medical Center Heliport,34.48149872,-93.03099823,547,Hot Springs,0AR6,
Yancopin Airport,33.95009995,-91.18119812,150,Watson,0AR7,
Howard Memorial Hospital Heliport,33.95009995,-93.85209656,549,Nashville,0AR8,
Eureka Springs Hospital Heliport,36.40010071,-93.74349976,1540,Eureka Springs,0AR9,
Arizona Heart Hospital Heliport,33.48130035,-112.0400009,1161,Phoenix,0AZ0,
Taylor Field,32.30089951,-111.3239975,2130,Marana,0AZ1,
Western Sky Airport,33.77809906,-113.6419983,1930,Salome,0AZ2,
Flying Bucket Ranch Airport,32.9822998,-112.2870026,1505,Mobile,0AZ4,
Castle Well Airport,33.86589813,-112.6029968,2080,Morristown,0AZ5,
St Joseph's Hospital Heliport,33.4817009,-112.0770035,1213,Phoenix,0AZ6,
Sunstate Heliport,33.44369888,-111.9629974,1180,Phoenix,0AZ7,
Brewer Airport,44.76369858,-68.76779938,124,Brewer,0B2,
Warren-Sugarbush Airport,44.11669922,-72.82710266,1470,Warren,0B7,
Triple R Airport,39.4878006,-94.78050232,1000,Dearborn,0C1,
Hinckley Airport,41.77090073,-88.70339966,760,Hinckley,0C2,
Canadian Lakes Airport,43.57640076,-85.2806015,960,Mecosta,0C5,
Grandpas' Farm Mendota Airport,41.52199936,-89.13259888,727,Mendota,0C7,
Cushing Field Ltd Airport,41.51950073,-88.60559845,640,Newark,0C8,
Coach & Paddock Heliport,40.63819885,-74.97570038,320,Clinton,0C9,
Drew Medical Center Heliport,33.9233017,-118.2419968,180,Los Angeles,0CA0,
Northside Airpark,34.98830032,-120.4580002,190,Santa Maria,,
Va Greater Los Angeles Health Care Center Heliport,34.04919815,-118.4560013,294,West Los Angeles,0CA2,
Crawford Airport,34.58750153,-120.0130005,570,Santa Ynez,0CA3,
Shepherd Ranch Airport,34.62220001,-120.0650024,660,Santa Ynez,0CA4,
Hoffman Private Airport,33.14310074,-116.7450027,3100,Santa Ysabel,0CA5,
Emory Ranch Airport,32.7494444,-116.0161111,480,Ocotillo,0CA6,
Boeing Seal Beach (Rooftop) Heliport,33.75699997,-118.0879974,158,Seal Beach,0CA7,
Ward Ranch Airport,33.42779922,-116.8430023,2500,Aguanga,0CA8,
Blech Ranch Airport,35.59500122,-120.3389969,1140,Shandon,0CA9,
Delta County Memorial Hospital Heliport,38.74079895,-108.052002,5000,Delta,0CD0,
Colorado Plains Medical Center Heliport,40.2610917,-103.7963389,4356,Fort Morgan,0CD1,
Foxx Valley Airport,38.65250015,-104.2340012,5800,Yoder,0CD2,
Branch's Heliport,40.34799957,-104.5279999,4635,Kersey,0CD3,
Kauffman Heliport,40.14630127,-104.887001,5120,Denver,0CD4,
Pinon Canyon Airport,37.4905014,-104.1439972,5686,Trinidad,0CD5,
Exempla Good Samaritan Heliport,39.97169876,-105.0849991,5204,Lafayette,0CD6,
Fox Hole Airport,40.00469971,-105.0719986,5135,Lafayette,0CD7,
Prowers Medical Center Heliport,38.07109833,-102.6090012,3575,Lamar,0CD8,
Swedish S.W. Medical Heliport,39.60309982,-105.0910034,5563,Littleton,0CD9,
Yosemite Hidden Lake Ranch Airport,37.11800003,-119.913002,500,Raymond,0CL0,
Krey Field Airport,34.56940079,-117.5559998,3042,Adelanto,0CL1,
Parking Lot Heliport,32.59389877,-117.0849991,,Chula Vista,0CL2,
John Nichol's Field Airport,32.6330986,-116.8929977,490,Chula Vista,0CL3,
Glen Fed Heliport,34.15719986,-118.2549973,770,Glendale,0CL4,
The Atrium Heliport,33.67060089,-117.8580017,46,Irvine,0CL5,
Bohunk's Airpark,34.69469833,-118.2829971,2410,Lancaster,0CL6,
Good Samaritan Hospital Heliport,34.05450058,-118.2649994,473,Los Angeles,0CL7,
Tera Ultralightport,35.59130096,-117.6340027,2510,Ridgecrest,0CL8,
Sce San Jacinto Valley Service Center Heliport,33.74110031,-117.151001,1482,Romoland,0CL9,
Longmont United Hospital Heliport,40.17890167,-105.1259995,5047,Longmont,0CO0,
Dave's Airport,40.03329849,-105.1240005,5170,Louisville,0CO1,
Buckhorn Ranch Airport,38.85189819,-106.93282,8980,Crested Butte,0CO2,CSE
Greggs Nr 1 Airport,39.88940048,-104.5449982,5373,Bennett,0CO3,
Geo-Seis Helicopters Heliport,40.58990097,-105.0459976,4935,Fort Collins,0CO4,
Chenoweth Airport,39.83330154,-103.5899963,4697,Last Chance,0CO5,
Flying M & M Ranch Airport,38.2193985,-108.2129974,8000,Norwood,0CO6,
Century Helicopters Heliport,40.58549881,-105.0400009,4935,Fort Collins,0CO7,
Cartwheel Airport,40.20830154,-105.0130005,5010,Mead,0CO8,
Van Treese Airport,37.65829849,-106.0339966,7613,Monte Vista,0CO9,
Sharon Hospital Heliport,41.88119888,-73.48100281,640,Sharon,0CT0,
Bristol-Myers Squibb Company Heliport,41.48479843,-72.7562027,350,Wallingford,0CT1,
Windham Hospital Heliport,41.71699905,-72.22589874,330,Willimantic,0CT2,
N B G H Heliport,41.66159821,-72.78790283,431,New Britain,0CT3,
Burke Heliport,41.50619888,-72.93979645,400,Prospect,0CT4,
St Francis Hospital Heliport,41.7745018,-72.6989975,184,Hartford,0CT5,
Middletown Heliport,41.59680176,-72.70449829,113,Middletown,0CT6,
